454204	tt10037498	7.2	28
454221	tt10037934	5.2	222
454251	tt10038660	6.4	92
454261	tt10038830	8.2	51
454274	tt10039338	5.4	123
454276	tt10039354	5.3	186
454277	tt10039364	6.3	98
454285	tt10039524	5.3	829
454292	tt10039642	7.2	486
454326	tt10040978	3.2	224
454363	tt10041978	8.2	9
454415	tt10042590	5.9	937
454418	tt10042622	6.0	119
454443	tt10042788	5.4	403
454447	tt10042868	8.7	140
454463	tt10043458	7.1	19
454465	tt10043660	4.2	1107
454480	tt10043770	7.7	116
454488	tt10044040	4.7	200
454491	tt10044182	5.4	362
454536	tt10044946	6.4	26
454550	tt10045002	7.9	581
454634	tt10047904	7.0	813
454637	tt10047958	3.5	4623
454696	tt10049262	5.4	174
454774	tt10051000	4.6	31
454776	tt10051088	6.9	397
454825	tt10054316	4.4	2477
454840	tt10054604	3.5	30
454851	tt10054778	6.6	81
454853	tt10054876	6.7	615
454858	tt10054946	6.3	772
454866	tt10055058	4.4	5
454885	tt10055546	5.3	1301
454943	tt10056224	5.2	649
454950	tt10056488	7.7	11
455010	tt10058864	3.8	12
455042	tt10059252	7.1	28
455043	tt10059254	7.2	9
455062	tt10059508	9.8	7
455063	tt10059518	6.0	74253
455127	tt10060772	8.7	73
455145	tt10061452	5.7	26
455148	tt10061464	3.4	81
455218	tt10062338	5.4	1321
455229	tt10062556	4.2	24813
455233	tt10062614	5.4	4701
455237	tt10062628	6.1	194
455238	tt10062634	5.6	236
455289	tt10063580	6.2	185
455299	tt10063934	5.5	19
455309	tt10064134	4.4	62
455418	tt10065694	5.8	29063
455440	tt10066262	7.2	14
455444	tt10066432	4.3	512
455482	tt10066808	7.3	34
455539	tt10068716	7.4	34
455550	tt10068916	8.0	5052
455575	tt10069166	4.0	1659
455696	tt10071594	7.9	99
455698	tt10071606	9.1	96
455729	tt10072662	5.5	634
455763	tt10073452	7.0	410
455901	tt10075380	6.1	280
455909	tt10075442	6.8	216
455920	tt10075650	4.6	232
455970	tt10077034	4.2	2972
455978	tt10077544	6.4	1951
456002	tt10078206	1.2	18
456039	tt10078886	7.3	12
456042	tt10078904	1.4	444
456046	tt10079028	3.4	20
456080	tt10079448	8.0	29
456136	tt10080086	4.7	61
456137	tt10080092	4.8	142
456214	tt10080926	8.2	7
456283	tt10081762	6.2	5464
456296	tt10081788	5.2	25
456365	tt10083174	4.3	5251
456368	tt10083340	7.8	59648
456373	tt10083640	6.9	27138
456669	tt10087728	4.8	231
456730	tt10088984	6.9	1983
456766	tt10090058	5.3	806
456857	tt10091272	1.8	24
456891	tt10091630	5.3	26
456915	tt10092170	6.3	161
456936	tt10092698	4.4	772
456941	tt10092752	5.2	2817
456957	tt10093594	7.1	13
457041	tt10095262	7.6	13
457050	tt10095308	6.2	635
457067	tt10095582	7.1	37976
457092	tt10096114	8.4	29
457122	tt10096842	4.7	7015
457139	tt10097312	5.6	131
457141	tt10097346	6.5	14
457142	tt10097362	3.8	331
457144	tt10097384	5.4	407
457150	tt10097470	8.6	35
457151	tt10097484	5.1	505
457175	tt10097958	5.2	139
457189	tt10098042	6.1	12
457190	tt10098048	8.1	17
457212	tt10098288	4.3	10721
457220	tt10098442	6.2	68
457221	tt10098448	7.1	11778
457222	tt10098452	6.5	575
457296	tt10100196	7.3	19
457338	tt10100678	5.8	62
457410	tt10101246	7.2	365
457481	tt10101702	6.8	4325
457488	tt10101806	6.2	221
457524	tt10102080	6.4	81
457547	tt10102402	6.4	186
457601	tt10103028	4.9	755
457682	tt10104502	6.3	280
457788	tt10106082	7.4	47
457796	tt10106394	8.1	27
457852	tt10107222	6.6	1180
457890	tt10108708	8.2	15
457921	tt10110022	4.6	82
457947	tt10110614	6.8	5045
457965	tt10110912	3.8	60
457977	tt10111180	7.7	171
457980	tt10111198	7.2	18
457989	tt10111440	6.5	49
458013	tt10112034	6.6	18
458156	tt10115874	5.6	6
458165	tt10116022	4.0	147
458263	tt10117768	6.8	1283
458385	tt10121110	6.7	24
458410	tt10121392	4.5	44526
458484	tt10122486	7.3	81
458492	tt10122618	6.6	111
458515	tt10123698	6.4	916
458519	tt10123970	4.6	2431
458579	tt10126040	5.7	547
458591	tt10126136	4.0	4292
458601	tt10126368	4.7	147
458603	tt10126434	5.7	4796
458623	tt10126780	7.1	66
458660	tt10127410	4.5	175
458663	tt10127464	5.5	66
458679	tt10127684	6.1	9662
458682	tt10127708	5.8	5101
458688	tt10127760	7.5	189
458855	tt10131024	5.8	10381
458856	tt10131028	4.1	140
458910	tt10132068	5.9	123
458918	tt10132196	2.7	3250
458932	tt10132488	6.3	127
458951	tt10132976	6.1	902
459091	tt10134812	6.3	44
459180	tt10136434	5.8	119
459190	tt10136634	7.3	26
459401	tt10140014	7.0	12
459490	tt10140990	9.6	260
459494	tt10141026	5.7	88
459526	tt10141678	4.5	21
459646	tt10143308	5.4	327
459684	tt10144276	7.1	63
459720	tt10146208	6.4	410
459824	tt10147568	6.0	90
459825	tt10147580	5.8	2093
459827	tt10147590	6.6	5
459868	tt10147910	5.6	1111
459889	tt10148118	4.7	3400
459890	tt10148150	7.4	570
459901	tt10149080	6.3	153
459958	tt10149938	6.9	138
460002	tt10150684	6.3	151
460049	tt10151048	5.5	130
460050	tt10151054	5.5	3534
460069	tt10151386	6.5	103
460093	tt10151656	6.4	98
460115	tt10151854	6.0	110444
460167	tt10152488	7.0	86
460183	tt10152722	6.4	486
460184	tt10152736	5.9	31125
460249	tt10153510	7.6	81
460265	tt10153822	9.5	34
460386	tt10155748	5.0	434
460400	tt10155932	4.4	45068
460415	tt10156122	6.1	27
460442	tt10156584	7.4	639
460444	tt10156586	2.7	124
460563	tt10157810	4.7	525
460720	tt10160886	4.9	1955
460722	tt10160896	3.8	314
460730	tt10160974	4.8	1709
460731	tt10160976	5.7	33561
460804	tt1016150	7.8	224542
460841	tt10161886	5.9	28682
460916	tt10162872	7.0	5
461018	tt10164206	3.7	1290
461080	tt10165918	3.4	2285
461094	tt10166508	4.0	806
461138	tt10166880	6.6	187
461153	tt10167116	8.1	7
461174	tt10167422	6.9	422
461216	tt10168094	7.0	11
461260	tt10168670	6.8	51089
461261	tt10168672	4.8	1838
461425	tt10171796	5.5	200
461432	tt10171848	5.3	65
461436	tt10171876	3.2	197
461439	tt10171904	6.9	50
461450	tt10172168	7.7	275
461460	tt10172266	7.0	39389
461490	tt10172522	9.5	17
461504	tt10172716	7.4	34
461519	tt10172986	4.5	107
461615	tt10175106	6.2	99
461695	tt10176540	6.8	43
461698	tt10176564	7.2	10
461777	tt10177344	5.8	6
461866	tt10178386	6.8	36
461898	tt10179354	5.1	8
462013	tt10181900	8.2	9
462051	tt10182420	5.9	7
462123	tt10183816	5.3	18244
462128	tt10183870	5.6	17
462324	tt10187208	6.7	24756
462333	tt10187378	7.2	90
462375	tt10187680	6.8	5765
462445	tt10188398	5.3	451
462496	tt10188844	7.9	29
462557	tt10189514	8.7	121118
462563	tt10189536	4.7	2470
462691	tt10192406	6.6	20748
462711	tt10192566	5.0	4154
462720	tt10192704	5.7	5717
462738	tt10193064	6.2	155
462743	tt10193142	8.2	5
462758	tt10193752	7.3	1652
462765	tt10194058	5.8	19
462855	tt10195722	5.5	72
462898	tt10196086	6.4	15
462900	tt10196108	6.3	321
462926	tt10196368	7.6	2724
462932	tt10196398	6.7	6318
462935	tt10196440	7.2	184
462942	tt10196480	6.4	136
462948	tt10196516	6.8	32
462953	tt10196568	8.8	64
462954	tt10196578	7.2	58
462960	tt10196620	4.9	1044
463043	tt10197632	4.2	142
463073	tt10198064	8.2	15
463076	tt10198072	4.4	969
463138	tt10198564	4.2	1530
463153	tt10198698	7.0	11
463176	tt10198944	8.6	34
463256	tt10199914	6.8	17274
463265	tt10199974	8.0	4674
463290	tt10200522	2.2	29
463316	tt10201328	5.6	146
463403	tt10203788	5.5	70
463455	tt10204512	3.6	746
463474	tt10204756	6.5	41
463506	tt10204998	5.1	556
463509	tt10205046	5.2	127
463523	tt10205358	5.5	63
463599	tt10206818	6.6	624
463682	tt10207588	9.6	85
463695	tt10207710	4.8	1168
463973	tt10210882	6.3	93
463994	tt10211984	4.4	86
463996	tt10212042	9.1	15
464032	tt10213380	6.6	1331
464072	tt10214316	4.9	161
464083	tt10214496	7.1	1096
464086	tt10214542	7.3	27
464087	tt10214584	7.4	36
464104	tt10214754	6.8	256
464126	tt10215134	7.2	88
464168	tt10216812	1.4	243
464192	tt10217460	7.1	18
464216	tt10217620	8.6	5
464265	tt10218112	9.9	45
464294	tt10218878	5.9	13
464298	tt10218912	4.6	2887
464381	tt10220406	2.6	259
464409	tt10221732	6.7	21
464484	tt10223460	6.1	37696
464502	tt10223850	9.8	12
464503	tt10223876	2.9	385
464678	tt10225926	4.2	608
464685	tt10226550	8.6	8
464687	tt10226642	8.5	21
464737	tt10228134	5.6	34115
464764	tt10228546	6.3	457
464797	tt10228976	5.2	37
464804	tt10229068	8.7	27
464829	tt10229550	4.3	38
464831	tt10229558	6.1	20712
464857	tt10229794	5.7	416
464858	tt10229824	6.9	54
464865	tt10229932	7.2	445
464867	tt10229982	6.7	2274
464885	tt10230290	7.2	48
464900	tt10230376	4.6	93
464901	tt10230400	6.1	11
464902	tt10230404	4.4	5746
464904	tt10230414	6.8	8043
464905	tt10230422	5.8	5845
464906	tt10230426	4.1	19024
464907	tt10230436	7.5	1462
464910	tt10230492	5.5	168
464913	tt10230576	7.3	110
464915	tt10230590	5.6	65
464924	tt10230994	5.7	27776
464965	tt10231726	3.2	225
464968	tt10231812	7.6	8
464972	tt10232096	6.1	20
465022	tt10233388	6.9	132
465029	tt10233406	3.9	171
465065	tt10233718	7.2	5705
465091	tt10234010	8.7	13
465103	tt10234084	4.4	73
465148	tt10234450	2.8	308
465151	tt10234470	4.7	102
465165	tt1023464	2.8	648
465167	tt10234650	5.1	23
465220	tt10234990	4.9	115
465261	tt10235600	3.6	1365
465262	tt10235670	6.0	494
465265	tt10235718	4.8	2769
465396	tt10238708	4.4	252
465418	tt10239320	6.3	587
465492	tt10241130	8.5	15
465553	tt10241746	6.1	87
465555	tt10241772	5.3	2902
465593	tt10242388	5.7	27469
465628	tt10243656	6.6	7
465630	tt10243676	5.5	878
465650	tt10243992	6.2	9700
465651	tt10244008	5.6	457
465665	tt10244450	8.6	9
465667	tt10244472	4.4	66
465670	tt10244550	6.1	106
465716	tt10244774	3.8	174
465721	tt10244800	8.4	26
465747	tt10245106	6.6	501
465761	tt10245450	8.1	155
465783	tt10245776	3.2	259
465802	tt10245928	5.5	17
465897	tt10247678	3.3	4049
465899	tt10247750	6.2	98
466121	tt10250868	5.6	67
466170	tt10251538	5.4	1067
466181	tt10252330	6.5	879
466251	tt10254662	5.3	38
466290	tt10254960	4.5	131
466382	tt10256238	7.9	1094
466442	tt10257496	2.5	12
466565	tt10260692	5.3	1383
466572	tt10260844	3.7	819
466597	tt10261206	7.8	18
466647	tt10262112	6.6	16
466660	tt10262380	5.9	4577
466673	tt10262648	7.2	14138
466676	tt10262712	6.1	149
466691	tt10262784	8.8	26
466742	tt10264190	7.8	11
466749	tt10264286	6.9	14
466761	tt10264340	2.4	3298
466771	tt10264878	5.7	609
466778	tt10265034	6.7	14487
466856	tt10267720	6.8	20
466859	tt10267770	3.2	9
466917	tt10268316	5.9	25
466921	tt10268488	6.8	24354
466925	tt10268550	6.5	1033
466927	tt10268654	6.8	20
466939	tt10268922	5.4	242
466973	tt10269680	4.2	327
466974	tt10269684	3.7	238
467008	tt10270204	6.2	165
467050	tt10270416	2.8	1065
467107	tt10271638	5.6	64
467132	tt10272386	8.2	178884
467238	tt10273738	7.2	38
467253	tt10274124	8.0	10
467264	tt10274284	5.3	9543
467338	tt10275080	2.1	311
467362	tt10275534	6.6	27714
467363	tt10275546	7.0	741
467388	tt10276160	4.9	265
467422	tt10276470	6.2	15048
467424	tt10276482	5.9	9691
467520	tt10278294	4.3	9
467540	tt10278448	7.1	8
467601	tt10279362	5.9	8348
467605	tt10279472	3.7	7095
467651	tt10280276	4.2	74012
467652	tt10280296	8.4	45389
467774	tt10283270	6.2	1367
467820	tt10283902	4.7	2808
467936	tt10285752	6.3	279
468022	tt10287908	5.9	389
468024	tt10287954	7.0	23845
468036	tt10288246	7.4	160
468039	tt10288320	6.1	272
468049	tt10288566	7.7	182359
468072	tt10289348	9.9	25
468094	tt10290116	6.1	1497
468095	tt10290160	7.0	117
468099	tt10290244	7.2	720
468109	tt10290352	6.3	606
468110	tt10290510	5.5	920
468231	tt10292952	7.3	48
468271	tt10293308	3.2	647
468281	tt10293406	6.8	187836
468285	tt10293476	7.4	11
468335	tt10293932	7.8	13
468413	tt10295074	6.9	271
468417	tt10295212	8.3	126787
468423	tt10295314	3.7	873
468426	tt10295430	3.5	359
468460	tt10295936	5.2	312
468485	tt10296414	8.5	11
468561	tt10298496	8.8	6
468577	tt10298712	4.9	29
468580	tt10298810	6.1	118927
468581	tt10298840	5.7	43154
468582	tt10298870	6.0	127
468621	tt10299780	5.0	298
468626	tt10299902	4.7	325
468651	tt10300286	5.3	135
468665	tt10300450	3.5	878
468668	tt10300570	8.8	4606
468682	tt10300704	3.7	287
468820	tt10303148	6.8	6
468842	tt10303324	4.0	11836
468847	tt10303430	5.5	9916
468879	tt10303758	6.8	15
468893	tt10304142	6.1	84958
468964	tt10306228	6.9	1958
468973	tt10306450	4.7	656
468999	tt10307440	6.0	9584
469013	tt10307724	5.4	3860
469025	tt10307856	4.7	871
469033	tt10307922	5.8	403
469077	tt10308500	7.9	51
469078	tt10308502	4.1	444
469079	tt10308528	8.2	33
469096	tt10308878	3.4	1380
469098	tt10308928	4.6	12831
469110	tt10308998	6.1	26
469139	tt10309552	5.5	4898
469150	tt10309902	6.2	27797
469151	tt10309906	5.8	10208
469165	tt10310074	5.9	1375
469166	tt10310096	7.5	1017
469179	tt10310140	5.9	28323
469202	tt10311018	7.4	2820
469430	tt10313748	7.3	84
469439	tt10313806	3.6	408
469446	tt10313876	7.3	274
469464	tt10314040	4.3	907
469487	tt10314344	4.9	283
469489	tt10314366	7.5	19
469497	tt10314450	6.0	22546
469510	tt10314548	5.9	2012
469516	tt10314726	9.4	5
469534	tt10315050	5.3	870
469636	tt10317422	7.2	5
469688	tt10318096	5.9	25
469760	tt10319486	3.9	4115
469925	tt10322274	7.4	24524
470039	tt10323428	6.4	53
470050	tt10323676	5.8	25993
470070	tt10324122	5.0	5991
470100	tt10324444	7.0	37
470222	tt10326918	4.0	166
470226	tt10327060	7.4	50
470228	tt10327130	7.8	34
470232	tt10327252	5.4	41095
470316	tt10328046	7.7	23
470331	tt10328320	4.7	178
470392	tt10329022	5.5	129
470407	tt10329134	7.3	7351
470453	tt10329566	6.0	3251
470455	tt10329614	6.0	18610
470562	tt10332272	6.2	586
470566	tt10332328	5.3	7
470593	tt10332588	6.1	11288
470597	tt10332620	7.4	168
470607	tt10332690	4.5	532
470615	tt10332854	3.6	1167
470664	tt10333426	5.4	19439
470683	tt10333688	5.4	76
470698	tt10333912	6.3	13336
470710	tt10334148	5.4	8193
470715	tt10334222	6.0	611
470725	tt10334410	6.1	1523
470727	tt10334438	7.1	1358
470742	tt10334636	3.9	125
470783	tt10334998	4.2	11
470868	tt10337582	8.2	598
470921	tt10338176	8.7	7
470935	tt10338290	5.5	9
470970	tt10338808	4.3	217
470972	tt10339052	6.2	5718
470989	tt10339624	6.3	14
471046	tt10340360	5.4	66
471058	tt10340460	5.4	983
471065	tt10340562	6.5	13278
471110	tt10341034	7.2	13070
471111	tt10341040	4.7	819
471118	tt10341196	6.7	1310
471154	tt10342228	3.5	6161
471155	tt10342250	5.5	1081
471161	tt10342336	6.8	22
471173	tt10342492	6.9	28
471185	tt10342730	5.2	63076
471187	tt10342914	4.2	3976
471194	tt10343028	6.5	14053
471200	tt10343124	3.2	170
471221	tt10343642	5.0	33
471308	tt10344522	6.5	10917
471335	tt10345102	2.4	53
471345	tt10345590	5.8	5900
471348	tt10345782	5.7	3362
471354	tt10345858	6.8	29
471387	tt10346366	6.1	102
471397	tt10346674	6.2	197
471400	tt10346834	6.9	20
471406	tt10347354	9.0	9
471481	tt10349240	3.9	497
471549	tt10350204	5.6	322
471573	tt10350626	5.5	35333
471581	tt10350922	2.5	58294
471611	tt10351180	7.8	8365
471647	tt10352594	4.0	734
471662	tt10353588	7.3	27
471665	tt10353704	6.4	703
471689	tt10353866	6.0	700
471695	tt10354106	5.5	3174
471741	tt10355058	5.5	93
471755	tt10355356	6.2	15
471793	tt10356564	4.1	573
471862	tt10358022	5.7	2744
471865	tt10358198	4.3	7709
471902	tt10358566	7.8	35
471913	tt10358782	6.9	1208
471929	tt10358912	8.8	13
472052	tt10360772	6.2	5207
472057	tt10360808	5.9	309
472058	tt10360860	5.7	446
472059	tt10360862	6.9	6741
472187	tt10362466	5.0	36215
472192	tt10362566	5.3	4592
472306	tt10364034	6.1	5292
472311	tt10364272	5.1	581
472330	tt10364478	6.9	38
472361	tt10365730	5.8	189
472369	tt10365870	7.0	513
472371	tt10365912	7.5	42
472373	tt10365998	6.1	43528
472388	tt10366168	7.2	721
472392	tt10366206	7.8	286744
472394	tt10366254	5.4	780
472405	tt10366418	6.7	255
472406	tt10366428	6.0	850
472408	tt10366460	8.0	154100
472410	tt10366514	6.2	6790
472415	tt10366574	7.3	3815
472422	tt10366902	6.9	50
472426	tt10367074	6.8	171
472433	tt10367454	9.4	12
472491	tt10368460	4.1	242
472496	tt10368540	6.0	8
472507	tt10368680	4.1	286
472513	tt10368758	7.5	501
472522	tt10368988	7.5	30
472543	tt10369252	4.1	47
472548	tt10369344	6.1	297
472589	tt10369638	7.3	38
472601	tt10369866	4.4	782
472617	tt10369964	3.7	165
472621	tt10370042	3.5	853
472645	tt10370308	8.0	9
472651	tt10370380	7.2	3511
472658	tt10370456	4.5	15
472676	tt10370644	7.1	734
472687	tt10370694	6.7	24
472690	tt10370710	7.8	87355
472705	tt10370812	7.0	203
472706	tt10370822	5.6	2417
472715	tt10370886	6.2	78
472837	tt10372626	3.3	7
472846	tt10373344	6.4	1756
472884	tt10373830	5.3	506
472893	tt10373914	4.5	52
472896	tt10373934	7.1	50
472923	tt10374240	7.7	73
472931	tt10374360	6.4	498
472997	tt10375094	7.8	2885
472998	tt10375106	6.6	5409
473000	tt10375134	7.3	13
473010	tt10375272	5.0	817
473020	tt10375396	6.0	2783
473036	tt10375632	6.0	326
473077	tt10375916	3.4	663
473082	tt10375972	6.3	1372
473083	tt10376010	6.9	243
473091	tt10376078	6.6	484
473099	tt10376384	5.7	116
473112	tt10376800	6.0	182
473136	tt10377168	6.6	160
473141	tt10377314	6.3	60
473192	tt10378240	7.8	6
473206	tt10378492	9.2	9
473243	tt10378926	5.3	251
473350	tt10380744	5.4	111
473354	tt10380766	5.0	51
473366	tt10380900	6.7	2864
473370	tt10380976	7.5	26
473374	tt10381014	6.5	3265
473378	tt10381134	4.5	125
473453	tt10383290	5.5	525
473495	tt10383918	7.5	53
473547	tt10384246	5.1	285
473565	tt10384366	8.5	12
473570	tt10384456	3.6	469
473571	tt10384472	4.8	141
473577	tt10384534	4.0	283
473580	tt10384574	5.8	12
473599	tt10384944	5.6	589
473625	tt10385556	6.2	273
473643	tt10386790	5.5	10
473690	tt10387302	7.9	12
473694	tt10387818	6.8	87
473699	tt10388028	6.0	751
473751	tt10388676	4.3	25
473769	tt10389124	8.4	7
473779	tt10389180	8.5	118
473831	tt10389922	6.2	693
473900	tt10392128	5.1	360
473960	tt10392914	8.4	18
473970	tt10393074	7.8	365
473972	tt10393098	6.7	85
473977	tt10393182	5.0	11
473983	tt10393330	4.7	10
473992	tt10393440	6.0	118
474023	tt10393870	6.0	43792
474048	tt10394300	7.0	65
474067	tt10394738	7.5	8291
474076	tt10394820	7.2	60
474097	tt10395398	6.3	310
474110	tt10395748	5.5	218
474114	tt10395866	6.7	2233
474127	tt10396038	5.6	47
474156	tt10396450	6.2	198
474213	tt10397188	4.7	527
474214	tt10397306	6.5	66
474237	tt10397696	4.4	179
474267	tt10398080	7.0	213
474287	tt10398318	4.8	1389
474291	tt10398376	4.4	14
474316	tt10398802	5.5	25
474345	tt10399114	4.3	320
474411	tt10399608	6.2	11364
474412	tt10399622	6.7	278
474413	tt10399628	7.9	11
474420	tt10399674	3.5	345
474469	tt10400026	7.0	227
474470	tt10400028	6.2	3461
474499	tt10400198	8.0	20
474570	tt10402396	6.8	41
474582	tt10402832	3.8	82
474634	tt10403420	6.1	40939
474648	tt10403714	4.7	7
474657	tt10404002	8.0	9
474673	tt10404324	4.0	94
474704	tt10404910	6.0	30
474705	tt10404944	6.9	12532
474708	tt10405022	5.1	367
474712	tt10405142	6.1	3146
474745	tt10405532	6.4	179
474750	tt10405760	5.7	307
474772	tt10406410	8.1	17
474773	tt10406466	5.3	373
474778	tt10406596	5.8	5263
474805	tt10407144	7.7	63
474825	tt10407828	5.0	9
474828	tt10407924	6.1	34
474880	tt10408944	4.6	120
474889	tt10409102	4.8	42
474978	tt10410506	6.1	849
474985	tt10410782	6.9	18
475014	tt10411858	7.3	62
475069	tt10413092	5.9	97
475077	tt10413230	7.1	31
475102	tt10413566	5.8	4007
475178	tt10414276	5.4	97
475199	tt10414756	6.0	43
475217	tt10415020	4.6	130
475247	tt10415472	4.9	209
475248	tt10415494	5.5	1520
475249	tt10415510	4.8	140
475251	tt10415562	4.4	174
475252	tt10415576	5.8	602
475253	tt10415600	6.9	1236
475259	tt10415684	5.8	170
475408	tt10418630	7.0	1860
475410	tt10418662	4.9	24915
475411	tt10418680	5.4	512
475416	tt10418830	6.0	30
475418	tt10418846	3.9	755
475441	tt10419042	6.6	199
475447	tt10419130	4.9	133
475467	tt10419566	4.2	386
475471	tt10419672	2.9	337
475497	tt10420532	7.0	3140
475582	tt10422486	8.7	98
475620	tt10423074	3.9	418
475622	tt10423106	4.7	121
475628	tt10423160	4.9	456
475631	tt10423214	4.0	142
475634	tt10423286	5.0	352
475805	tt10426110	8.9	11
475846	tt10426580	5.4	331
475863	tt10426796	3.5	877
475867	tt10426916	6.4	2226
475896	tt10427666	7.2	23
475900	tt10427830	3.5	10
475916	tt10428118	5.5	236
475974	tt10429158	6.2	395
476016	tt10430844	4.9	74
476017	tt10430850	5.6	2769
476042	tt10431332	7.1	91
476056	tt10431512	4.8	17
476060	tt10431572	6.4	1743
476115	tt10432140	7.0	76
476258	tt10433624	6.5	44
476271	tt10434142	6.4	2628
476304	tt10434706	7.7	39
476329	tt10435128	7.4	52
476401	tt10436314	7.3	50
476424	tt10436798	5.9	50
476466	tt10437158	7.8	42
476475	tt10437216	2.2	125
476508	tt10437542	2.7	284
476610	tt10438512	6.2	127
476741	tt10441806	5.6	5736
476744	tt10441822	5.7	1413
476751	tt10441878	6.7	67
476757	tt10441958	5.8	2123
476770	tt10442032	5.6	10
476781	tt10442096	5.4	236
476819	tt10442666	4.9	108
476824	tt10442766	5.2	32
476929	tt10443794	7.2	1280
477009	tt10444658	8.4	15
477042	tt10445282	9.1	18
477123	tt10448124	4.9	138
477124	tt10448458	6.0	355
477126	tt10448528	4.3	114
477142	tt10448662	4.5	167
477173	tt10448820	5.5	35
477184	tt10449052	5.4	1320
477239	tt10449432	5.1	78
477242	tt10449466	3.9	604
477253	tt10449564	5.9	29
477306	tt10451082	7.5	385
477332	tt10451312	5.3	2611
477355	tt10451852	6.8	10378
477360	tt10451914	5.4	44630
477392	tt10452184	7.2	17
477434	tt10452434	4.9	332
477461	tt10452766	6.6	692
477464	tt10452854	6.4	964
477483	tt10453140	6.8	10
477562	tt10455028	6.2	170
477601	tt10456358	8.4	35
477623	tt10456640	6.7	231
477636	tt10456740	6.3	13628
477640	tt10456804	8.5	24
477662	tt10457128	6.9	12327
477667	tt10457168	5.8	276
477679	tt10457390	6.2	14
477831	tt10458950	6.4	37
477842	tt10459872	6.5	52
477890	tt10460876	3.2	11
477937	tt10461442	7.1	34
477941	tt10461512	5.1	31
477953	tt10461740	5.2	316
478068	tt10463030	5.4	5742
478079	tt10463126	8.1	13
478087	tt10463270	10.0	18
478099	tt10463488	2.8	13
478123	tt10463692	4.8	21
478142	tt10464930	3.1	342
478204	tt10466302	6.6	182
478207	tt10466340	5.3	45
478209	tt10466348	3.5	95
478211	tt10466384	4.7	564
478222	tt10466616	3.1	30
478257	tt10467054	6.5	536
478259	tt10467112	6.9	27
478386	tt10468276	6.9	14
478477	tt10469804	6.0	1791
478483	tt10469928	8.1	8
478547	tt10471376	7.0	29
478604	tt10471804	5.3	105
478635	tt10472094	8.2	24
478637	tt10472102	5.6	7505
478651	tt10472290	6.3	66
478698	tt10473036	6.2	4814
478701	tt10473076	8.4	7
478704	tt10473088	7.0	36
478712	tt10473312	4.2	555
478740	tt10474162	7.8	17
478779	tt10474680	6.7	29
478785	tt10474784	5.6	9
478911	tt10476718	4.1	727
478919	tt10476832	6.7	13
478920	tt10476870	7.0	48
478946	tt10477192	8.9	10
478961	tt10477300	6.5	11
478969	tt10477354	7.0	113
478983	tt10477646	5.0	10
478988	tt10477668	4.3	83
479132	tt10479726	4.1	165
479165	tt10481184	5.6	431
